"","x1","x2","x3","y"
"1",0.368201279672133,-0.228272773115445,0.219259211322672,7.57608022167707
"2",0.150219732864119,0.279746673900584,-0.415199459907032,7.27005220976572
"3",0.130691847908054,0.126843182284991,0.456861498543797,5.60229584602663
"4",-0.164502132475594,-0.150534300487237,0.902042958644275,6.07762191479703
"5",-0.850624305678177,-1.00921219868648,0.27571251437128,-0.371098880021634
"6",0.697954582640075,1.06315167540825,0.694512178310141,9.34531351041598
"7",-0.356872191169699,-0.78559710438852,0.948858916312849,5.81804495600867
"8",-1.14549964082267,-0.648140819497591,1.34752695337773,4.51595924394364
"9",-0.343623877481645,-0.894548180199664,1.2954978031053,6.57525209301182
"10",0.39421851133711,0.403090420484281,-0.108680511208756,6.88078787850831
"11",-0.354088112417282,-0.995894209947152,0.135296067806177,2.87941583045323
"12",-0.518781361076089,-0.514134925559101,3.09145378469179,5.93817979342127
"13",0.344004962263703,0.675614130229815,-1.00525072406325,5.43926438857178
"14",-1.33681310341133,-1.18521900063234,0.256384900985168,3.99332908168797
"15",1.62313021268857,1.37050675977662,-1.06855498293776,12.8778841495165
"16",-0.35319869455831,-0.0432422734546498,1.69221099039672,6.25886025402346
"17",0.364479237011513,0.391345539370513,-0.346640381645937,4.76736373577358
"18",-0.678060710778697,0.279966041956744,-0.891948363403974,4.13531827574505
"19",-0.98342810082348,-0.58420683766393,-1.98667578420399,1.69367512168754
"20",-0.326231872973291,-0.382724349198081,1.64432037217577,5.94788765569009
"21",-1.1641207041632,-1.06830434241033,0.0495664150587585,1.21224114716996
"22",-2.42807909313792,-2.12006312708105,-1.12461575483232,-8.2731821396429
"23",0.0155120394293325,-0.00573981644776801,-0.266086984988502,6.28636281834591
"24",-1.29031477164431,-1.56415070847436,1.10955813176587,2.41701020490566
"25",0.701701007099533,0.308774608577355,1.36752932998898,6.5507677272374
"26",-0.420460451292255,-0.305525066061918,-0.184376012091539,4.87834269812591
"27",-1.19793835236768,-1.15905699666195,-0.0258685471803175,3.36766111522216
"28",-0.48886678801846,-0.131469514443982,-1.29137118844115,1.05019759111734
"29",-1.14385343721301,-1.0010195511412,1.16554075469313,-0.787140904270371
"30",0.405569565286676,0.736894946243058,-0.0400167229278763,6.73083459454628
"31",0.0129372883983456,-0.336920429132741,-0.286605060099071,3.82352910286289
"32",0.628180987725304,-0.0997501106387891,-1.02679823502997,5.67779289714729
"33",-0.968572076687141,-1.28973099649538,0.702255333599424,0.688617418642763
"34",0.723011046640983,0.461845722514944,-1.5633403318183,6.66272180513352
"35",1.0976944208907,1.03969433549346,0.345725631924915,5.82258577000268
